2113-132485-0048,2113-132485-0014,7131-92815-0028
3757-134143-0028,3757-134141-0018,7584-101882-0021
362-123013-0020,362-123049-0014,1760-143006-0116
911-128684-0016,911-128684-0062,4490-16002-0009
770-134592-0001,770-131704-0041,7447-91186-0034
7205-64110-0024,7205-64110-0026,6978-92936-0012
4111-184447-0022,4111-184448-0021,7879-274136-0014
8291-282929-0031,8291-276745-0083,7522-69612-0069
6415-116629-0005,6415-111615-0032,585-294811-0017
6956-81870-0030,6956-76046-0047,8791-291101-0051
277-127368-0090,277-127368-0039,1474-172821-0007
8272-279789-0056,8272-279781-0009,5661-32892-0009
2401-144485-0053,2401-144485-0078,5233-39051-0016
3259-158083-0122,3259-158083-0034,3436-172171-0051
5133-30591-0025,5133-80690-0023,2512-157242-0050
4594-901-0043,4594-902-0024,215-122798-0062
5867-48852-0000,5867-48852-0003,7208-7772-0059
201-127786-0051,201-127786-0052,2999-156968-0058
3912-3831-0041,3912-77626-0002,7585-96245-0096
3959-706-0074,3959-706-0099,1901-146686-0025
6836-61803-0026,6836-76549-0016,597-133239-0000
1564-142299-0059,1564-142299-0065,6676-275138-0016
4979-26551-0020,4979-26563-0062,8421-283462-0073
7910-105673-0028,7910-294690-0005,976-131095-0021
2532-154838-0041,2532-163402-0007,1629-139707-0037
6388-64974-0058,6388-64974-0024,127-129390-0110
5874-52160-0045,5874-52160-0073,3557-8342-0114
5970-54428-0006,5970-54428-0000,3728-105398-0045
3664-178355-0029,3664-178355-0032,2284-135909-0026
3647-134419-0097,3647-134419-0027,5076-61727-0030
2062-143900-0032,2062-143900-0058,4193-48170-0031
8544-281189-0078,8544-281189-0014,2688-144987-0002
7065-74598-0034,7065-74597-0031,2671-157946-0027
8404-282926-0104,8404-282926-0065,56-1730-0011
1448-135894-0032,1448-135894-0072,3144-166428-0021
6099-69550-0030,6099-69550-0013,37-215-0036
5802-76043-0005,5802-76043-0036,7688-109656-0020
1250-135782-0014,1250-135777-0032,2990-6535-0037
4356-6506-0035,4356-6506-0048,1924-132574-0031
7654-258963-0029,7654-258963-0025,7460-104483-0016
4262-14487-0013,4262-14487-0023,94-3792-0021
2660-173260-0002,2660-154321-0019,2960-155151-0019
7318-96151-0017,7318-96168-0018,3699-19402-0016
277-122805-0029,277-127368-0045,1040-133433-0029
948-132710-0021,948-132707-0014,7796-269934-0003
544-121090-0001,544-121090-0086,1898-145724-0011
177-123525-0013,177-55218-0037,83-3054-0016
6567-53342-0033,6567-53342-0068,8825-292253-0038
1734-142311-0070,1734-142311-0061,6895-92806-0024
1704-142310-0064,1704-142310-0037,296-129659-0029
8684-293663-0062,8684-293663-0054,8591-284444-0046
4583-16043-0026,4583-16043-0002,5322-7679-0032
7198-80652-0024,7198-76169-0027,7069-246893-0021
4238-12895-0026,4238-12538-0018,3606-6850-0044
3274-163518-0018,3274-167022-0036,3072-155948-0014
3675-187020-0031,3675-187020-0007,1331-155890-0005
2758-161217-0004,2758-161217-0001,4991-6181-0064
1544-121405-0043,1544-121402-0001,8635-295761-0037
3373-174981-0000,3373-174981-0050,474-134809-0045
2748-160985-0033,2748-160985-0003,2411-132532-0029
844-133692-0043,844-135042-0031,5720-48807-0092
7691-293948-0067,7691-293948-0031,5123-34572-0054
2060-147963-0034,2060-150855-0002,1544-140055-0042
580-126945-0013,580-126947-0004,7800-283478-0034
8238-274553-0020,8238-283452-0032,1690-142293-0059
5672-88363-0026,5672-88367-0027,716-129582-0035
2660-173229-0056,2660-173229-0006,110-2-0043
7138-291964-0016,7138-291943-0012,4779-54868-0021
8193-116805-0019,8193-116805-0009,5036-18450-0006
4280-185518-0032,4280-185518-0116,4193-48170-0006
7238-107675-0005,7238-107675-0007,3245-62827-0004
6513-71946-0020,6513-67788-0041,6281-65531-0006
8164-279592-0010,8164-279593-0043,6904-262305-0038
1685-146847-0015,1685-146849-0000,1296-134434-0014
5970-54428-0041,5970-54428-0010,5164-19198-0007
2401-144485-0056,2401-144485-0080,5192-19396-0026
2494-156018-0003,2494-156015-0040,242-122626-0011
1593-91064-0027,1593-94847-0031,2113-132484-0011
2925-162505-0012,2925-162505-0007,7720-105167-0042
915-163371-0024,915-163369-0005,5678-43301-0000
3549-173591-0006,3549-9203-0028,3380-6175-0023
432-122761-0017,432-122745-0000,3483-115968-0008
2276-149909-0062,2276-149909-0050,4853-27670-0006
8169-118200-0013,8169-118200-0017,2361-165622-0026
5460-24509-0026,5460-18031-0037,8441-281327-0035
75-853-0010,75-854-0062,413-12292-0001
1084-145077-0047,1084-139230-0025,4396-14564-0111
3006-5697-0052,3006-5697-0044,1121-132777-0013
8975-270782-0098,8975-270782-0016,1239-138254-0046
5022-29411-0024,5022-29405-0017,5248-2163-0052
7055-85634-0003,7055-85634-0046,23-124439-0061
7699-105389-0093,7699-105399-0020,3977-185457-0021
671-131040-0003,671-131040-0037,8113-301694-0012
215-122798-0000,215-127369-0029,7376-96150-0045
3638-696-0002,3638-696-0054,6625-60547-0010
2946-163375-0083,2946-163375-0042,1772-135621-0141
3244-10692-0019,3244-10691-0019,1455-138263-0042
6538-81859-0000,6538-81859-0001,8142-3966-0013
6747-76101-0018,6747-76145-0042,8023-286247-0004
4853-29413-0006,4853-29413-0015,3196-151982-0003
1289-288044-0021,1289-288044-0012,711-187464-0000
7705-101580-0023,7705-101579-0041,8490-284269-0035
3500-134409-0028,3500-134409-0097,3090-164191-0022
5060-15556-0000,5060-15562-0029,4945-29092-0002
2208-10076-0073,2208-10076-0008,7704-106965-0013
1469-168608-0002,1469-163403-0032,1992-141719-0046
4841-26659-0067,4841-26660-0028,3723-171631-0039
466-134196-0026,466-134196-0012,27-123349-0038
4586-96498-0013,4586-96498-0017,4750-12478-0024
5700-51758-0010,5700-44605-0012,3072-155949-0031
5655-46268-0024,5655-46267-0066,4965-27767-0015
7826-271808-0011,7826-107634-0023,4263-14180-0017
44-207-0057,44-207-0015,246-224-0020
4057-12085-0024,4057-11254-0008,8193-116805-0013
1374-133833-0047,1374-133833-0078,5985-300225-0031
8302-282524-0059,8302-281331-0003,4590-18006-0020
7828-105171-0045,7828-105171-0005,58-121075-0056
7395-89882-0032,7395-89880-0047,7333-94829-0036
5649-40561-0008,5649-40561-0012,3962-722-0039
1052-139308-0006,1052-139308-0017,4160-14187-0009
8791-291101-0032,8791-291101-0087,4238-12538-0014
6614-67845-0034,6614-67845-0019,2882-147159-0102
6030-57827-0029,6030-70988-0040,1260-139266-0017
1384-130531-0029,1384-130459-0003,1280-143268-0024
2089-148992-0019,2089-133059-0041,6341-64956-0079
8322-276748-0120,8322-276748-0072,5405-19220-0039
5139-61422-0011,5139-30106-0033,4872-20425-0000
7981-112056-0008,7981-112061-0012,7868-110705-0035
4719-25766-0059,4719-25766-0037,5906-52158-0032
8215-275211-0053,8215-117570-0023,6701-71402-0009
7491-110524-0019,7491-110524-0028,2384-152900-0018
3259-158083-0041,3259-158083-0094,3003-14274-0010
6563-63821-0020,6563-285357-0018,8684-293663-0005
4313-9936-0041,4313-9936-0026,3272-167426-0021
1867-154075-0033,1867-148436-0032,7278-91083-0013
70-121130-0019,70-121130-0021,4051-11217-0037
6981-70843-0084,6981-70843-0106,4948-28015-0046
3551-7884-0023,3551-7884-0004,4872-20426-0048
8152-258993-0041,8152-258993-0024,7424-98608-0023
8087-118180-0004,8087-118180-0013,7143-88743-0043
3244-10692-0056,3244-10691-0026,460-172357-0025
7326-96553-0033,7326-96553-0037,1390-130494-0010
2004-147173-0034,2004-147981-0010,3926-891-0027
1445-139387-0014,1445-139387-0000,3816-19585-0029
4443-3992-0027,4443-3992-0038,4017-6540-0087
1914-121446-0011,1914-121449-0014,3221-138045-0034
1958-144503-0066,1958-144503-0085,8725-294554-0006
2297-28913-0010,2297-174934-0004,8250-279777-0045
5975-54006-0076,5975-54006-0104,3389-130127-0010
3699-19401-0025,3699-175950-0016,7511-102420-0040
3411-187011-0016,3411-130135-0052,7342-73961-0006
7067-76048-0046,7067-76047-0011,398-130093-0082
5060-15563-0039,5060-15562-0042,4945-29092-0002
4422-23272-0026,4422-283730-0005,5561-41616-0018
688-15446-0024,688-46588-0009,2127-138047-0009
1944-159228-0014,1944-159228-0035,6184-57832-0012
196-122150-0005,196-122159-0028,1259-137770-0005
2967-4901-0022,2967-4902-0036,7348-275164-0007
6567-53342-0027,6567-53342-0108,6918-47541-0036
1058-133263-0026,1058-131113-0011,6249-102849-0046
7208-7768-0020,7208-7768-0012,7912-105670-0034
94-3791-0026,94-3795-0005,2730-154437-0052
4807-26852-0024,4807-26852-0016,4415-16759-0062
2361-137615-0037,2361-165622-0063,7687-107687-0152
1678-142279-0070,1678-142279-0005,1806-143948-0019
1773-145712-0030,1773-145729-0020,2552-132097-0063
3179-7133-0033,3179-7142-0020,1495-138027-0006
3851-9210-0000,3851-9210-0124,3009-10327-0059
4481-17498-0023,4481-17498-0042,7078-271888-0068
1569-141082-0027,1569-141081-0055,5045-1197-0052
201-127786-0035,201-127786-0023,1058-131113-0036
5319-42637-0020,5319-42637-0032,1621-141593-0005
4443-24511-0035,4443-3992-0033,6248-91255-0017
8225-274374-0019,8225-274376-0034,6106-58196-0026
7436-97461-0000,7436-97467-0045,1052-132776-0021
3598-173222-0051,3598-180204-0042,2397-162239-0024
7117-86710-0075,7117-86710-0064,3288-7157-0019
4910-14125-0059,4910-14125-0035,6836-61803-0023
203-132069-0036,203-132069-0022,6088-34570-0082
1343-158781-0004,1343-158781-0027,7286-92935-0011
4594-901-0027,4594-902-0086,3290-14909-0022
7708-290368-0001,7708-296091-0018,4824-36048-0033
56-1733-0025,56-1733-0012,868-131295-0023
6652-70974-0004,6652-70974-0015,1498-140041-0028
8466-285142-0031,8466-285142-0039,1096-17320-0003
7688-105390-0018,7688-112187-0011,5723-43306-0025
698-122863-0039,698-122876-0025,1614-13759-0019
8008-271812-0024,8008-271812-0009,85-121551-0078
5220-69517-0013,5220-69519-0039,4693-17508-0022
4894-7788-0069,4894-7788-0111,6695-252325-0014
6849-69603-0015,6849-69603-0112,1752-16632-0088
2284-135909-0126,2284-135909-0014,6951-79737-0020
7957-39967-0092,7957-39967-0016,6446-78193-0011
8051-119902-0024,8051-118101-0027,699-132864-0044
2581-157857-0025,2581-157858-0037,4277-185517-0002
4305-15448-0081,4305-15448-0062,64-73712-0006
7868-110705-0007,7868-110705-0039,1819-144398-0023
2473-157861-0037,2473-155521-0028,2341-163408-0001
7702-96101-0035,7702-292568-0010,2854-51658-0055
868-131295-0041,868-131295-0010,1448-135894-0017
984-137141-0046,984-137141-0040,8536-244441-0065
5375-40162-0045,5375-40169-0023,3691-178103-0038
886-123274-0024,886-123273-0001,159-121902-0008
56-1732-0026,56-1731-0022,6388-64974-0040
2654-158744-0071,2654-158744-0023,5519-39478-0066
3274-167023-0015,3274-163518-0032,1536-141791-0000
8536-244441-0007,8536-244441-0000,8226-274369-0008
2816-4136-0045,2816-4136-0016,5860-64970-0049
7898-109860-0050,7898-273040-0037,6954-76579-0075
6509-76574-0071,6509-76574-0032,2089-148996-0042
8464-282934-0053,8464-282934-0063,4441-76263-0022
6104-58845-0039,6104-58845-0059,60-121082-0023
1168-134958-0030,1168-134958-0092,1094-157767-0003
868-131295-0012,868-131295-0000,1448-135894-0017
7278-91083-0023,7278-246956-0031,7085-2327-0004
7387-97901-0003,7387-279272-0021,1556-143307-0049
3268-59225-0000,3268-59224-0045,3983-5331-0052
4345-7635-0001,4345-7636-0033,2110-161102-0011
7733-106800-0021,7733-106800-0016,4860-13185-0082
3641-6870-0071,3641-6870-0027,85-121551-0065
204-287139-0028,204-162375-0025,8194-89390-0007
5060-15556-0041,5060-15562-0051,7514-96429-0028
7756-287863-0007,7756-114724-0033,4064-19132-0040
4693-28003-0032,4693-17503-0038,1469-163403-0011
778-126734-0134,778-126734-0125,1460-138290-0047
70-121130-0029,70-121127-0002,8887-281472-0038
663-128990-0019,663-128991-0054,3792-176660-0078
8500-258286-0040,8500-258285-0027,2133-2145-0022
1811-129443-0068,1811-129443-0098,70-121130-0008
6505-231837-0000,6505-231836-0000,5825-50883-0002
7012-75354-0017,7012-81370-0023,8630-305213-0032
7559-96246-0065,7559-96246-0048,3914-10089-0052
8747-293952-0043,8747-293952-0095,927-132466-0020
1828-141203-0098,1828-141203-0107,525-126965-0113
4363-11049-0011,4363-14936-0010,153-126651-0019
7297-275885-0007,7297-275885-0040,4402-3068-0016
27-124992-0069,27-123349-0026,4295-39940-0062
2104-78253-0041,2104-78253-0027,6818-76332-0042
1107-134313-0007,1107-133727-0052,2589-22581-0000
5700-51744-0035,5700-51758-0018,2676-143903-0064
44-207-0075,44-207-0062,7055-85634-0050
3257-169288-0002,3257-169284-0048,7994-258959-0013
1403-135907-0017,1403-138552-0028,6574-70753-0016
3132-163510-0003,3132-163510-0009,8747-293952-0101
3245-62828-0015,3245-6194-0004,5480-41606-0021
4595-45217-0028,4595-45204-0031,8015-112690-0010
5717-100145-0036,5717-61421-0032,1265-135636-0020
2012-139358-0001,2012-139356-0028,7391-60445-0002
663-128990-0053,663-128991-0014,5628-47240-0004
8500-258285-0011,8500-258287-0001,54-121079-0059
1806-143946-0026,1806-143946-0009,6332-64734-0038
6276-76103-0002,6276-62021-0101,8006-112592-0047
1387-130993-0034,1387-130993-0014,7398-98878-0004
373-130974-0034,373-130977-0001,5874-52160-0036
587-54108-0037,587-54108-0010,5389-4861-0052
713-291178-0008,713-291178-0007,7307-91998-0020
348-132751-0020,348-132611-0009,3990-13164-0019
1734-142311-0039,1734-142311-0079,1740-141148-0042
7085-2327-0016,7085-2327-0037,4098-11546-0044
2085-147968-0039,2085-147971-0034,7823-103122-0117
8772-295710-0040,8772-270777-0026,5487-4873-0014
7258-91905-0000,7258-91906-0009,1246-124550-0016
716-129583-0017,716-129582-0026,5979-42002-0024
4161-185349-0003,4161-185349-0019,8855-283228-0009
3526-176653-0034,3526-175658-0015,6904-262305-0031
412-126975-0036,412-126975-0067,7892-295954-0001
77-121518-0006,77-121518-0087,7338-81521-0017
17-362-0039,17-362-0047,5244-54280-0001
5781-52137-0044,5781-52137-0043,7188-104637-0006
6497-234106-0027,6497-234100-0034,5831-87174-0028
5082-16015-0028,5082-34543-0044,474-134809-0004
202-130622-0040,202-130622-0013,1225-129802-0027
3934-102413-0012,3934-102413-0040,7522-69612-0051
7331-86027-0018,7331-86027-0004,4703-73029-0056
1977-133046-0013,1977-133046-0009,7009-83683-0062
7131-92815-0001,7131-92917-0014,2152-133013-0003
4226-12707-0031,4226-12707-0047,7387-96092-0028
4898-28461-0023,4898-20016-0029,8421-283462-0026
6088-34571-0014,6088-34570-0066,1985-144468-0012
2021-235245-0012,2021-169435-0025,2925-162505-0078
362-123048-0002,362-123049-0023,3879-174923-0052
2272-152262-0011,2272-152264-0016,5781-52134-0027
6620-283138-0058,6620-283138-0040,580-126945-0066
8444-283136-0014,8444-281329-0027,157-126796-0044
1647-140649-0069,1647-142742-0006,7220-77905-0039
2010-147045-0002,2010-147045-0035,4854-24731-0069
2012-139358-0010,2012-139355-0023,446-123502-0032
6286-75355-0008,6286-75355-0037,2834-132496-0010
1970-26100-0025,1970-10594-0023,4044-9010-0081
7665-104978-0018,7665-104978-0024,2012-139355-0031
6904-262291-0045,6904-262291-0052,2748-160959-0003
173-200-0045,173-200-0034,1387-130993-0029
177-123525-0028,177-55218-0029,6637-71405-0009
6356-271890-0016,6356-271889-0032,2553-163728-0043
7769-99395-0024,7769-99396-0042,2010-147045-0015
5781-52137-0050,5781-52135-0012,5649-40582-0005
2061-147110-0089,2061-147110-0100,4278-13270-0001
5132-33409-0047,5132-28304-0013,3830-12530-0029
951-122301-0081,951-122301-0035,5186-7793-0116
77-121518-0067,77-121518-0028,8023-286247-0025
783-126739-0044,783-126739-0042,8080-274558-0026
4352-16038-0031,4352-10941-0006,240-144999-0042
6211-66279-0021,6211-66280-0031,3215-5758-0001
8180-274723-0029,8180-274725-0000,4214-7146-0012
7997-275179-0045,7997-275179-0008,4059-3057-0012
5810-8689-0023,5810-8689-0008,4238-12538-0022
3989-182389-0004,3989-182394-0016,9026-282386-0008
5321-8590-0029,5321-8590-0065,252-128411-0048
2741-159386-0015,2741-159386-0029,2127-138047-0044
3675-10687-0038,3675-10687-0032,6687-119384-0015
7437-96157-0027,7437-99249-0027,1373-135029-0051
248-130644-0010,248-130652-0018,3816-11258-0026
5280-204996-0053,5280-204997-0034,1001-134708-0001
3876-174953-0037,3876-174960-0015,6010-56788-0008
6709-80475-0007,6709-80475-0037,671-131040-0037
5968-71320-0030,5968-71320-0032,5628-47240-0005
886-123274-0033,886-123273-0002,4381-14897-0011
60-121082-0057,60-121082-0010,5350-205002-0019
428-125879-0003,428-125877-0016,6540-232291-0011
2674-155968-0050,2674-155968-0037,7994-258959-0025
5400-34478-0019,5400-34479-0031,2229-152864-0027
2010-147045-0027,2010-147045-0020,1179-138367-0045
4839-15305-0006,4839-15304-0029,8123-275209-0002
3008-164328-0047,3008-164328-0037,4447-14912-0035
7717-104491-0048,7717-104491-0036,7478-98644-0016
1444-133287-0028,1444-133287-0062,254-27760-0023
3319-173247-0027,3319-171003-0045,1049-133454-0042
3033-130750-0054,3033-130750-0075,6454-107462-0024
4148-183988-0053,4148-183988-0052,273-129288-0076
54-121080-0029,54-121080-0036,3214-167606-0033
5538-70919-0016,5538-224746-0027,561-126319-0020
4013-11734-0038,4013-11734-0044,937-121903-0016
77-121526-0037,77-121526-0002,188-136483-0037
6019-3185-0089,6019-3185-0094,4020-180307-0030
3922-723-0001,3922-715-0036,4321-27565-0023
2485-143898-0038,2485-151992-0029,1343-158781-0030
8753-297948-0015,8753-297942-0006,4397-15668-0021
3009-10327-0024,3009-10327-0057,7859-102519-0055
4018-107312-0002,4018-107338-0014,7255-281345-0023
2553-163728-0004,2553-163692-0055,6120-56179-0015
5154-6174-0010,5154-6174-0054,4195-17507-0038
731-365-0034,731-366-0039,4174-69287-0015
2194-141235-0006,2194-150469-0032,2673-162130-0029
1290-135762-0041,1290-135762-0023,1417-1539-0001
2374-160960-0010,2374-155651-0008,696-92939-0031
6652-70974-0018,6652-70975-0032,3547-8365-0025
8240-283234-0038,8240-283234-0001,5750-100289-0015
472-129994-0028,472-129994-0017,2504-154289-0023
3436-172171-0056,3436-172171-0025,3549-9203-0030
8846-305209-0033,8846-305208-0026,6904-262291-0032
3192-4911-0036,3192-4911-0051,559-289453-0050
2312-161206-0028,2312-157868-0008,8684-293663-0060
6499-87508-0029,6499-91098-0006,2817-142371-0004
8014-280382-0012,8014-112602-0030,886-123273-0004
7832-258250-0049,7832-114468-0021,8631-283727-0032
8307-120456-0003,8307-120458-0030,3433-718-0065
5935-43322-0035,5935-43305-0009,3490-177641-0031
1737-148989-0015,1737-142397-0034,7246-63505-0035
3100-142810-0008,3100-142810-0171,7197-66278-0008
1124-132846-0038,1124-134775-0078,1258-135062-0030
4894-7788-0008,4894-7788-0090,7739-107483-0005
1748-1560-0000,1748-1560-0022,6749-53256-0036
6609-111351-0022,6609-111356-0021,8421-283462-0070
8791-291101-0036,8791-291101-0020,7816-108620-0020
8776-270778-0092,8776-270778-0016,2787-157400-0070
7538-100044-0000,7538-100045-0002,3307-145138-0028
1806-143948-0040,1806-143948-0016,882-123267-0040
313-127997-0037,313-127997-0001,7823-103122-0112
1165-135216-0047,1165-135216-0035,7826-284518-0028
1081-128618-0003,1081-125237-0045,8328-280925-0083
6402-102886-0046,6402-105213-0015,6300-39661-0054
3228-4690-0000,3228-4687-0025,5045-1196-0008
8632-245697-0067,8632-245697-0077,6583-66269-0013
2152-156226-0015,2152-133013-0003,4021-180238-0086
8044-84190-0012,8044-84200-0062,6488-66121-0014
2785-154282-0023,2785-154284-0030,5867-48852-0068
534-123059-0016,534-123059-0030,4257-6397-0067
3436-172162-0041,3436-172171-0055,6798-77739-0020
6135-41995-0049,6135-41995-0070,5913-40745-0013
4156-12159-0045,4156-12159-0012,1943-138033-0073
2971-4275-0065,2971-4275-0042,4356-6506-0021
5190-87766-0005,5190-87791-0028,3118-5912-0009
7239-63500-0016,7239-63500-0064,7148-7763-0007
303-123506-0018,303-123507-0020,335-125951-0003
5825-53035-0005,5825-50883-0030,5652-39938-0039
1383-130533-0020,1383-130533-0012,4345-7635-0035
8118-268287-0016,8118-114476-0028,5456-62043-0007
2999-156968-0013,2999-156967-0014,6102-56170-0057
4397-15678-0022,4397-15668-0021,8424-284526-0021
8527-281131-0058,8527-281131-0033,1665-136991-0021
1323-138617-0000,1323-138617-0021,93-126209-0050
3094-136458-0094,3094-136458-0023,7828-105171-0041
8605-276939-0016,8605-276939-0018,6189-64708-0055
192-128344-0007,192-128345-0048,313-127992-0049
6882-79969-0031,6882-79975-0036,3686-171134-0015
6539-66421-0004,6539-66420-0008,8164-279592-0031
